order_id,user_id,order_date,amount,status,product_id
124,42,2026-05-24,6565,completed,103
125,42,2026-06-10,6876,completed,104
126,43,2026-05-10,6391,completed,103
127,43,2026-05-27,6702,completed,104
128,43,2026-06-13,7013,completed,105
129,43,2026-06-30,7324,completed,106
130,44,2026-05-13,6528,completed,104
131,44,2026-05-30,6839,completed,105
132,44,2026-06-16,7150,completed,106
133,44,2026-07-03,7461,completed,107
134,44,2026-07-20,7772,completed,108
135,45,2026-05-16,6665,completed,105
136,46,2026-05-19,6802,completed,106
137,46,2026-06-05,7113,completed,107
138,47,2026-05-22,6939,completed,107
139,47,2026-06-08,7250,completed,108
140,47,2026-06-25,7561,completed,109
141,48,2026-05-25,7076,completed,108
142,48,2026-06-11,7387,completed,109
143,48,2026-06-28,7698,cancelled,100
144,48,2026-07-15,8009,completed,101
145,49,2026-05-28,7213,completed,109
146,49,2026-06-14,7524,cancelled,100
147,49,2026-07-01,7835,completed,101
148,49,2026-07-18,8146,completed,102
149,49,2026-08-04,8457,completed,103
150,50,2026-05-31,7350,cancelled,100
151,51,2026-06-03,7487,completed,101
152,51,2026-06-20,7798,completed,102
153,52,2026-06-06,7624,completed,102
154,52,2026-06-23,7935,completed,103
155,52,2026-07-10,8246,completed,104
156,53,2026-06-09,7761,completed,103
157,53,2026-06-26,8072,completed,104
158,53,2026-07-13,8383,completed,105
159,53,2026-07-30,8694,completed,106
160,54,2026-06-12,7898,completed,104
161,54,2026-06-29,8209,completed,105
162,54,2026-07-16,8520,completed,106
163,54,2026-08-02,8831,completed,107
164,54,2026-08-19,9142,completed,108
165,55,2026-06-15,8035,completed,105
166,56,2026-06-18,8172,completed,106
167,56,2026-07-05,8483,completed,107
168,57,2026-06-21,8309,completed,107
169,57,2026-07-08,8620,completed,108
170,57,2026-07-25,8931,completed,109
171,58,2026-06-24,8446,completed,108
172,58,2026-07-11,8757,completed,109
173,58,2026-07-28,9068,cancelled,100
174,58,2026-08-14,9379,completed,101
175,59,2026-06-27,8583,completed,109
176,59,2026-07-14,8894,cancelled,100
177,59,2026-07-31,9205,completed,101
178,59,2026-08-17,9516,completed,102
179,59,2026-01-06,9827,completed,103
180,60,2026-06-30,8720,cancelled,100
181,61,2026-07-03,8857,completed,101
182,61,2026-07-20,9168,completed,102
183,62,2026-07-06,8994,completed,102
184,62,2026-07-23,9305,completed,103
185,62,2026-08-09,9616,completed,104
186,63,2026-07-09,9131,completed,103
187,63,2026-07-26,9442,completed,104
188,63,2026-08-12,9753,completed,105
189,63,2026-01-01,564,completed,106
190,64,2026-07-12,9268,completed,104
191,64,2026-07-29,9579,completed,105
192,64,2026-08-15,9890,completed,106
193,64,2026-01-04,701,completed,107
194,64,2026-01-21,1012,completed,108
195,65,2026-07-15,9405,completed,105
196,66,2026-07-18,9542,completed,106
197,66,2026-08-04,9853,completed,107
198,67,2026-07-21,9679,completed,107
199,67,2026-08-07,9990,completed,108
200,67,2026-08-24,801,completed,109
201,68,2026-07-24,9816,completed,108
202,68,2026-08-10,627,completed,109
203,68,2026-08-27,938,cancelled,100
204,68,2026-01-16,1249,completed,101
205,69,2026-07-27,9953,completed,109
206,69,2026-08-13,764,cancelled,100
207,69,2026-01-02,1075,completed,101
208,69,2026-01-19,1386,completed,102
209,69,2026-02-05,1697,completed,103
210,70,2026-07-30,590,cancelled,100
211,71,2026-08-02,727,completed,101
212,71,2026-08-19,1038,completed,102
213,72,2026-08-05,864,completed,102
214,72,2026-08-22,1175,completed,103
215,72,2026-01-11,1486,completed,104
216,73,2026-08-08,1001,completed,103
217,73,2026-08-25,1312,completed,104
218,73,2026-01-14,1623,completed,105
219,73,2026-01-31,1934,completed,106
220,74,2026-08-11,1138,completed,104
221,74,2026-08-28,1449,completed,105
222,74,2026-01-17,1760,completed,106
223,74,2026-02-03,2071,completed,107
224,74,2026-02-20,2382,completed,108
225,75,2026-08-14,1275,completed,105
226,76,2026-08-17,1412,completed,106
227,76,2026-01-06,1723,completed,107
228,77,2026-08-20,1549,completed,107
229,77,2026-01-09,1860,completed,108
230,77,2026-01-26,2171,completed,109
231,78,2026-08-23,1686,completed,108
232,78,2026-01-12,1997,completed,109
233,78,2026-01-29,2308,cancelled,100
234,78,2026-02-15,2619,completed,101
235,79,2026-08-26,1823,completed,109
236,79,2026-01-15,2134,cancelled,100
237,79,2026-02-01,2445,completed,101
238,79,2026-02-18,2756,completed,102
239,79,2026-03-07,3067,completed,103
240,80,2026-01-01,1960,cancelled,100
241,81,2026-01-04,2097,completed,101
242,81,2026-01-21,2408,completed,102
243,82,2026-01-07,2234,completed,102
244,82,2026-01-24,2545,completed,103
245,82,2026-02-10,2856,completed,104
246,83,2026-01-10,2371,completed,103
247,83,2026-01-27,2682,completed,104
248,83,2026-02-13,2993,completed,105
249,83,2026-03-02,3304,completed,106
250,84,2026-01-13,2508,completed,104
251,84,2026-01-30,2819,completed,105
252,84,2026-02-16,3130,completed,106
253,84,2026-03-05,3441,completed,107
254,84,2026-03-22,3752,completed,108
255,85,2026-01-16,2645,completed,105
256,86,2026-01-19,2782,completed,106
257,86,2026-02-05,3093,completed,107
258,87,2026-01-22,2919,completed,107
259,87,2026-02-08,3230,completed,108
260,87,2026-02-25,3541,completed,109
261,88,2026-01-25,3056,completed,108
262,88,2026-02-11,3367,completed,109
263,88,2026-02-28,3678,cancelled,100
264,88,2026-03-17,3989,completed,101
265,89,2026-01-28,3193,completed,109
266,89,2026-02-14,3504,cancelled,100
267,89,2026-03-03,3815,completed,101
268,89,2026-03-20,4126,completed,102
269,89,2026-04-06,4437,completed,103
270,90,2026-01-31,3330,cancelled,100
271,91,2026-02-03,3467,completed,101
272,91,2026-02-20,3778,completed,102
273,92,2026-02-06,3604,completed,102
274,92,2026-02-23,3915,completed,103
275,92,2026-03-12,4226,completed,104
276,93,2026-02-09,3741,completed,103
277,93,2026-02-26,4052,completed,104
278,93,2026-03-15,4363,completed,105
279,93,2026-04-01,4674,completed,106
280,94,2026-02-12,3878,completed,104
281,94,2026-03-01,4189,completed,105
282,94,2026-03-18,4500,completed,106
283,94,2026-04-04,4811,completed,107
284,94,2026-04-21,5122,completed,108
285,95,2026-02-15,4015,completed,105
286,96,2026-02-18,4152,completed,106
287,96,2026-03-07,4463,completed,107
288,97,2026-02-21,4289,completed,107
289,97,2026-03-10,4600,completed,108
290,97,2026-03-27,4911,completed,109
291,98,2026-02-24,4426,completed,108
292,98,2026-03-13,4737,completed,109
293,98,2026-03-30,5048,cancelled,100
294,98,2026-04-16,5359,completed,101
295,99,2026-02-27,4563,completed,109
296,99,2026-03-16,4874,cancelled,100
297,99,2026-04-02,5185,completed,101
298,99,2026-04-19,5496,completed,102
299,99,2026-05-06,5807,completed,103
300,100,2026-03-02,4700,cancelled,100
301,101,2026-03-05,4837,completed,101
302,101,2026-03-22,5148,completed,102
303,102,2026-03-08,4974,completed,102
304,102,2026-03-25,5285,completed,103
305,102,2026-04-11,5596,completed,104
306,103,2026-03-11,5111,completed,103
307,103,2026-03-28,5422,completed,104
308,103,2026-04-14,5733,completed,105
309,103,2026-05-01,6044,completed,106
310,104,2026-03-14,5248,completed,104
311,104,2026-03-31,5559,completed,105
312,104,2026-04-17,5870,completed,106
313,104,2026-05-04,6181,completed,107
314,104,2026-05-21,6492,completed,108
315,105,2026-03-17,5385,completed,105
316,106,2026-03-20,5522,completed,106
317,106,2026-04-06,5833,completed,107
318,107,2026-03-23,5659,completed,107
319,107,2026-04-09,5970,completed,108
320,107,2026-04-26,6281,completed,109
321,108,2026-03-26,5796,completed,108
322,108,2026-04-12,6107,completed,109
323,108,2026-04-29,6418,cancelled,100
324,108,2026-05-16,6729,completed,101
325,109,2026-03-29,5933,completed,109
326,109,2026-04-15,6244,cancelled,100
327,109,2026-05-02,6555,completed,101
328,109,2026-05-19,6866,completed,102
329,109,2026-06-05,7177,completed,103
330,110,2026-04-01,6070,cancelled,100
331,111,2026-04-04,6207,completed,101
332,111,2026-04-21,6518,completed,102
333,112,2026-04-07,6344,completed,102
334,112,2026-04-24,6655,completed,103
335,112,2026-05-11,6966,completed,104
336,113,2026-04-10,6481,completed,103
337,113,2026-04-27,6792,completed,104
338,113,2026-05-14,7103,completed,105
339,113,2026-05-31,7414,completed,106
340,114,2026-04-13,6618,completed,104
341,114,2026-04-30,6929,completed,105
342,114,2026-05-17,7240,completed,106
343,114,2026-06-03,7551,completed,107
344,114,2026-06-20,7862,completed,108
345,115,2026-04-16,6755,completed,105
346,116,2026-04-19,6892,completed,106
347,116,2026-05-06,7203,completed,107
348,117,2026-04-22,7029,completed,107
349,117,2026-05-09,7340,completed,108
350,117,2026-05-26,7651,completed,109
351,118,2026-04-25,7166,completed,108
352,118,2026-05-12,7477,completed,109
353,118,2026-05-29,7788,cancelled,100
354,118,2026-06-15,8099,completed,101
355,119,2026-04-28,7303,completed,109
356,119,2026-05-15,7614,cancelled,100
357,119,2026-06-01,7925,completed,101
358,119,2026-06-18,8236,completed,102
359,119,2026-07-05,8547,completed,103
360,120,2026-05-01,7440,cancelled,100
361,121,2026-05-04,7577,completed,101
362,121,2026-05-21,7888,completed,102
363,122,2026-05-07,7714,completed,102
364,122,2026-05-24,8025,completed,103
365,122,2026-06-10,8336,completed,104
366,123,2026-05-10,7851,completed,103
367,123,2026-05-27,8162,completed,104
368,123,2026-06-13,8473,completed,105
369,123,2026-06-30,8784,completed,106
370,124,2026-05-13,7988,completed,104
371,124,2026-05-30,8299,completed,105
372,124,2026-06-16,8610,completed,106
373,124,2026-07-03,8921,completed,107
374,124,2026-07-20,9232,completed,108
375,125,2026-05-16,8125,completed,105
376,126,2026-05-19,8262,completed,106
377,126,2026-06-05,8573,completed,107
378,127,2026-05-22,8399,completed,107
379,127,2026-06-08,8710,completed,108
380,127,2026-06-25,9021,completed,109
381,128,2026-05-25,8536,completed,108
382,128,2026-06-11,8847,completed,109
383,128,2026-06-28,9158,cancelled,100
384,128,2026-07-15,9469,completed,101
385,129,2026-05-28,8673,completed,109
386,129,2026-06-14,8984,cancelled,100
387,129,2026-07-01,9295,completed,101
388,129,2026-07-18,9606,completed,102
389,129,2026-08-04,9917,completed,103
390,130,2026-05-31,8810,cancelled,100
391,131,2026-06-03,8947,completed,101
392,131,2026-06-20,9258,completed,102
393,132,2026-06-06,9084,completed,102
394,132,2026-06-23,9395,completed,103
395,132,2026-07-10,9706,completed,104
396,133,2026-06-09,9221,completed,103
397,133,2026-06-26,9532,completed,104
398,133,2026-07-13,9843,completed,105
399,133,2026-07-30,654,completed,106
400,134,2026-06-12,9358,completed,104
401,134,2026-06-29,9669,completed,105
402,134,2026-07-16,9980,completed,106
403,134,2026-08-02,791,completed,107
404,134,2026-08-19,1102,completed,108
405,135,2026-06-15,9495,completed,105
406,136,2026-06-18,9632,completed,106
407,136,2026-07-05,9943,completed,107
408,137,2026-06-21,9769,completed,107
409,137,2026-07-08,580,completed,108
410,137,2026-07-25,891,completed,109
411,138,2026-06-24,9906,completed,108
412,138,2026-07-11,717,completed,109
413,138,2026-07-28,1028,cancelled,100
414,138,2026-08-14,1339,completed,101
415,139,2026-06-27,543,completed,109
416,139,2026-07-14,854,cancelled,100
417,139,2026-07-31,1165,completed,101
418,139,2026-08-17,1476,completed,102
419,139,2026-01-06,1787,completed,103
420,140,2026-06-30,680,cancelled,100
421,141,2026-07-03,817,completed,101
422,141,2026-07-20,1128,completed,102
423,142,2026-07-06,954,completed,102
424,142,2026-07-23,1265,completed,103
425,142,2026-08-09,1576,completed,104
426,143,2026-07-09,1091,completed,103
427,143,2026-07-26,1402,completed,104
428,143,2026-08-12,1713,completed,105
429,143,2026-01-01,2024,completed,106
430,144,2026-07-12,1228,completed,104
431,144,2026-07-29,1539,completed,105
432,144,2026-08-15,1850,completed,106
433,144,2026-01-04,2161,completed,107
434,144,2026-01-21,2472,completed,108
435,145,2026-07-15,1365,completed,105
436,146,2026-07-18,1502,completed,106
437,146,2026-08-04,1813,completed,107
438,147,2026-07-21,1639,completed,107
439,147,2026-08-07,1950,completed,108
440,147,2026-08-24,2261,completed,109
441,148,2026-07-24,1776,completed,108
442,148,2026-08-10,2087,completed,109
443,148,2026-08-27,2398,cancelled,100
444,148,2026-01-16,2709,completed,101
445,149,2026-07-27,1913,completed,109
446,149,2026-08-13,2224,cancelled,100
447,149,2026-01-02,2535,completed,101
448,149,2026-01-19,2846,completed,102
449,149,2026-02-05,3157,completed,103
450,150,2026-07-30,2050,cancelled,100
451,151,2026-08-02,2187,completed,101
452,151,2026-08-19,2498,completed,102
453,152,2026-08-05,2324,completed,102
454,152,2026-08-22,2635,completed,103
455,152,2026-01-11,2946,completed,104
456,153,2026-08-08,2461,completed,103
457,153,2026-08-25,2772,completed,104
458,153,2026-01-14,3083,completed,105
459,153,2026-01-31,3394,completed,106
460,154,2026-08-11,2598,completed,104
461,154,2026-08-28,2909,completed,105
462,154,2026-01-17,3220,completed,106
463,154,2026-02-03,3531,completed,107
464,154,2026-02-20,3842,completed,108
465,155,2026-08-14,2735,completed,105
466,156,2026-08-17,2872,completed,106
467,156,2026-01-06,3183,completed,107
468,157,2026-08-20,3009,completed,107
469,157,2026-01-09,3320,completed,108
470,157,2026-01-26,3631,completed,109
471,158,2026-08-23,3146,completed,108
472,158,2026-01-12,3457,completed,109
473,158,2026-01-29,3768,cancelled,100
474,158,2026-02-15,4079,completed,101
475,159,2026-08-26,3283,completed,109
476,159,2026-01-15,3594,cancelled,100
477,159,2026-02-01,3905,completed,101
478,159,2026-02-18,4216,completed,102
479,159,2026-03-07,4527,completed,103
480,160,2026-01-01,3420,cancelled,100
481,161,2026-01-04,3557,completed,101
482,161,2026-01-21,3868,completed,102
483,162,2026-01-07,3694,completed,102
484,162,2026-01-24,4005,completed,103
485,162,2026-02-10,4316,completed,104
486,163,2026-01-10,3831,completed,103
487,163,2026-01-27,4142,completed,104
488,163,2026-02-13,4453,completed,105
489,163,2026-03-02,4764,completed,106
490,164,2026-01-13,3968,completed,104
491,164,2026-01-30,4279,completed,105
492,164,2026-02-16,4590,completed,106
493,164,2026-03-05,4901,completed,107
494,164,2026-03-22,5212,completed,108
495,165,2026-01-16,4105,completed,105
496,166,2026-01-19,4242,completed,106
497,166,2026-02-05,4553,completed,107
498,167,2026-01-22,4379,completed,107
499,167,2026-02-08,4690,completed,108
500,167,2026-02-25,5001,completed,109
501,168,2026-01-25,4516,completed,108
502,168,2026-02-11,4827,completed,109
503,168,2026-02-28,5138,cancelled,100
504,168,2026-03-17,5449,completed,101
505,169,2026-01-28,4653,completed,109
506,169,2026-02-14,4964,cancelled,100
507,169,2026-03-03,5275,completed,101
508,169,2026-03-20,5586,completed,102
509,169,2026-04-06,5897,completed,103
510,170,2026-01-31,4790,cancelled,100
511,171,2026-02-03,4927,completed,101
512,171,2026-02-20,5238,completed,102
513,172,2026-02-06,5064,completed,102
514,172,2026-02-23,5375,completed,103
515,172,2026-03-12,5686,completed,104
516,173,2026-02-09,5201,completed,103
517,173,2026-02-26,5512,completed,104
518,173,2026-03-15,5823,completed,105
519,173,2026-04-01,6134,completed,106
520,174,2026-02-12,5338,completed,104
521,174,2026-03-01,5649,completed,105
522,174,2026-03-18,5960,completed,106
523,174,2026-04-04,6271,completed,107
524,174,2026-04-21,6582,completed,108
525,175,2026-02-15,5475,completed,105
526,176,2026-02-18,5612,completed,106
527,176,2026-03-07,5923,completed,107
528,177,2026-02-21,5749,completed,107
529,177,2026-03-10,6060,completed,108
530,177,2026-03-27,6371,completed,109
531,178,2026-02-24,5886,completed,108
532,178,2026-03-13,6197,completed,109
533,178,2026-03-30,6508,cancelled,100
534,178,2026-04-16,6819,completed,101
535,179,2026-02-27,6023,completed,109
536,179,2026-03-16,6334,cancelled,100
537,179,2026-04-02,6645,completed,101
538,179,2026-04-19,6956,completed,102
539,179,2026-05-06,7267,completed,103
540,180,2026-03-02,6160,cancelled,100
541,181,2026-03-05,6297,completed,101
542,181,2026-03-22,6608,completed,102
543,182,2026-03-08,6434,completed,102
544,182,2026-03-25,6745,completed,103
545,182,2026-04-11,7056,completed,104
546,183,2026-03-11,6571,completed,103
547,183,2026-03-28,6882,completed,104
548,183,2026-04-14,7193,completed,105
549,183,2026-05-01,7504,completed,106
550,184,2026-03-14,6708,completed,104
551,184,2026-03-31,7019,completed,105
552,184,2026-04-17,7330,completed,106
553,184,2026-05-04,7641,completed,107
554,184,2026-05-21,7952,completed,108
555,185,2026-03-17,6845,completed,105
556,186,2026-03-20,6982,completed,106
557,186,2026-04-06,7293,completed,107
558,187,2026-03-23,7119,completed,107
559,187,2026-04-09,7430,completed,108
560,187,2026-04-26,7741,completed,109
561,188,2026-03-26,7256,completed,108
562,188,2026-04-12,7567,completed,109
563,188,2026-04-29,7878,cancelled,100
564,188,2026-05-16,8189,completed,101
565,189,2026-03-29,7393,completed,109
566,189,2026-04-15,7704,cancelled,100
567,189,2026-05-02,8015,completed,101
568,189,2026-05-19,8326,completed,102
569,189,2026-06-05,8637,completed,103
570,190,2026-04-01,7530,cancelled,100
571,191,2026-04-04,7667,completed,101
572,191,2026-04-21,7978,completed,102
573,192,2026-04-07,7804,completed,102
574,192,2026-04-24,8115,completed,103
575,192,2026-05-11,8426,completed,104
576,193,2026-04-10,7941,completed,103
577,193,2026-04-27,8252,completed,104
578,193,2026-05-14,8563,completed,105
579,193,2026-05-31,8874,completed,106
580,194,2026-04-13,8078,completed,104
581,194,2026-04-30,8389,completed,105
582,194,2026-05-17,8700,completed,106
583,194,2026-06-03,9011,completed,107
584,194,2026-06-20,9322,completed,108
585,195,2026-04-16,8215,completed,105
586,196,2026-04-19,8352,completed,106
587,196,2026-05-06,8663,completed,107
588,197,2026-04-22,8489,completed,107
589,197,2026-05-09,8800,completed,108
590,197,2026-05-26,9111,completed,109
591,198,2026-04-25,8626,completed,108
592,198,2026-05-12,8937,completed,109
593,198,2026-05-29,9248,cancelled,100
594,198,2026-06-15,9559,completed,101
595,199,2026-04-28,8763,completed,109
596,199,2026-05-15,9074,cancelled,100
597,199,2026-06-01,9385,completed,101
598,199,2026-06-18,9696,completed,102
599,199,2026-07-05,507,completed,103
600,200,2026-05-01,8900,cancelled,100
